feature,frequency,rank,word1,word2,word3,word4
comparisons_to,7,38659,comparisons,to,,
each_scored,7,38659,each,scored,,
played_and,7,38659,played,and,,
their_defense,7,38659,their,defense,,
homes_a,7,38659,homes,a,,
words_the,7,38659,words,the,,
challenges_in,7,38659,challenges,in,,
and_knocked,7,38659,and,knocked,,
just_west,7,38659,just,west,,
johnson_has,7,38659,johnson,has,,
only_now,7,38659,only,now,,
semifinal_game,7,38659,semifinal,game,,
its_residents,7,38659,its,residents,,
full_fledged,7,38659,full,fledged,,
a_document,7,38659,a,document,,
the_stairs,7,38659,the,stairs,,
and_march,7,38659,and,march,,
likely_the,7,38659,likely,the,,
jersey_but,7,38659,jersey,but,,
rewarded_with,7,38659,rewarded,with,,
customer_base,7,38659,customer,base,,
right_from,7,38659,right,from,,
ward_and,7,38659,ward,and,,
of_essex,7,38659,of,essex,,
not_publicly,7,38659,not,publicly,,
strengthen_the,7,38659,strengthen,the,,
st_croix,7,38659,st,croix,,
approving_the,7,38659,approving,the,,
austerity_measures,7,38659,austerity,measures,,
a_massage,7,38659,a,massage,,
museum_has,7,38659,museum,has,,
and_80s,7,38659,and,80s,,
north_jersey,7,38659,north,jersey,,
and_sending,7,38659,and,sending,,
more_familiar,7,38659,more,familiar,,
actually_be,7,38659,actually,be,,
cincinnati_bengals,7,38659,cincinnati,bengals,,
we've_always,7,38659,we've,always,,
program_from,7,38659,program,from,,
sons_of,7,38659,sons,of,,
imagine_how,7,38659,imagine,how,,
showing_a,7,38659,showing,a,,
hard_it,7,38659,hard,it,,
yet_even,7,38659,yet,even,,
fan_favorite,7,38659,fan,favorite,,
of_distribution,7,38659,of,distribution,,
onto_their,7,38659,onto,their,,
could_increase,7,38659,could,increase,,
square_one,7,38659,square,one,,
himself_the,7,38659,himself,the,,
not_participate,7,38659,not,participate,,
on_iran,7,38659,on,iran,,
was_formed,7,38659,was,formed,,
lawyer_said,7,38659,lawyer,said,,
nation_to,7,38659,nation,to,,
get_by,7,38659,get,by,,
ybor_city,7,38659,ybor,city,,
multiple_sclerosis,7,38659,multiple,sclerosis,,
costly_and,7,38659,costly,and,,
florida_the,7,38659,florida,the,,
toured_the,7,38659,toured,the,,
from_attending,7,38659,from,attending,,
turning_in,7,38659,turning,in,,
big_network,7,38659,big,network,,
p.m_espn2,7,38659,p.m,espn2,,
function_as,7,38659,function,as,,
hold_of,7,38659,hold,of,,
suddenly_the,7,38659,suddenly,the,,
among_her,7,38659,among,her,,
have_great,7,38659,have,great,,
great_respect,7,38659,great,respect,,
the_math,7,38659,the,math,,
we_hadn't,7,38659,we,hadn't,,
development_said,7,38659,development,said,,
ordinance_that,7,38659,ordinance,that,,
table_for,7,38659,table,for,,
bicycle_and,7,38659,bicycle,and,,
year_i'm,7,38659,year,i'm,,
angry_that,7,38659,angry,that,,
some_states,7,38659,some,states,,
around_this,7,38659,around,this,,
r_monmouth,7,38659,r,monmouth,,
first_elected,7,38659,first,elected,,
this_morning's,7,38659,this,morning's,,
operates_a,7,38659,operates,a,,
leadership_but,7,38659,leadership,but,,
often_make,7,38659,often,make,,
banks_on,7,38659,banks,on,,
moments_later,7,38659,moments,later,,
suffered_minor,7,38659,suffered,minor,,
contains_the,7,38659,contains,the,,
still_without,7,38659,still,without,,
expecting_to,7,38659,expecting,to,,
started_when,7,38659,started,when,,
could_benefit,7,38659,could,benefit,,
only_eight,7,38659,only,eight,,
that_raised,7,38659,that,raised,,
keep_doing,7,38659,keep,doing,,
in_advanced,7,38659,in,advanced,,
and_brett,7,38659,and,brett,,
the_enemy,7,38659,the,enemy,,
perform_a,7,38659,perform,a,,
since_in,7,38659,since,in,,
high_schoolers,7,38659,high,schoolers,,
play_there,7,38659,play,there,,
his_debut,7,38659,his,debut,,
and_domestic,7,38659,and,domestic,,
have_improved,7,38659,have,improved,,
interpretations_of,7,38659,interpretations,of,,
other_topics,7,38659,other,topics,,
slowed_down,7,38659,slowed,down,,
and_stone,7,38659,and,stone,,
i_drive,7,38659,i,drive,,
i_even,7,38659,i,even,,
her_mother's,7,38659,her,mother's,,
in_sandy,7,38659,in,sandy,,
every_part,7,38659,every,part,,
snacks_and,7,38659,snacks,and,,
a_birthday,7,38659,a,birthday,,
start_your,7,38659,start,your,,
morgan_and,7,38659,morgan,and,,
marks_a,7,38659,marks,a,,
taken_some,7,38659,taken,some,,
and_apple,7,38659,and,apple,,
quality_education,7,38659,quality,education,,
new_team,7,38659,new,team,,
little_chance,7,38659,little,chance,,
news_was,7,38659,news,was,,
three_that,7,38659,three,that,,
allows_a,7,38659,allows,a,,
the_sewer,7,38659,the,sewer,,
the_tumor,7,38659,the,tumor,,
and_facebook,7,38659,and,facebook,,
murphy_said,7,38659,murphy,said,,
baja_california,7,38659,baja,california,,
highway_the,7,38659,highway,the,,
has_seven,7,38659,has,seven,,
revenue_in,7,38659,revenue,in,,
big_win,7,38659,big,win,,
speed_the,7,38659,speed,the,,
most_effective,7,38659,most,effective,,
low_profile,7,38659,low,profile,,
calls_on,7,38659,calls,on,,
rape_and,7,38659,rape,and,,
re_looking,7,38659,re,looking,,
among_women,7,38659,among,women,,
women_voters,7,38659,women,voters,,
on_women,7,38659,on,women,,
schneider_said,7,38659,schneider,said,,
refreshments_will,7,38659,refreshments,will,,
made_several,7,38659,made,several,,
the_experts,7,38659,the,experts,,
are_waiting,7,38659,are,waiting,,
person_will,7,38659,person,will,,
of_colors,7,38659,of,colors,,
scrambled_eggs,7,38659,scrambled,eggs,,
right_center,7,38659,right,center,,
listed_at,7,38659,listed,at,,
i_speak,7,38659,i,speak,,
unveiled_the,7,38659,unveiled,the,,
family_he,7,38659,family,he,,
stamp_of,7,38659,stamp,of,,
still_can't,7,38659,still,can't,,
isn't_it,7,38659,isn't,it,,
sales_increased,7,38659,sales,increased,,
from_pennsylvania,7,38659,from,pennsylvania,,
now_if,7,38659,now,if,,
limit_and,7,38659,limit,and,,
tell_my,7,38659,tell,my,,
aiming_to,7,38659,aiming,to,,
numerous_times,7,38659,numerous,times,,
bill_he,7,38659,bill,he,,
people_doing,7,38659,people,doing,,
to_stabilize,7,38659,to,stabilize,,
gives_me,7,38659,gives,me,,
a_lively,7,38659,a,lively,,
venue_for,7,38659,venue,for,,
to_smuggle,7,38659,to,smuggle,,
lived_there,7,38659,lived,there,,
crash_was,7,38659,crash,was,,
support_my,7,38659,support,my,,
only_those,7,38659,only,those,,
signal_that,7,38659,signal,that,,
mud_and,7,38659,mud,and,,
1990s_and,7,38659,1990s,and,,
with_health,7,38659,with,health,,
was_headed,7,38659,was,headed,,
of_florissant,7,38659,of,florissant,,
american_cancer,7,38659,american,cancer,,
a_signed,7,38659,a,signed,,
fined_for,7,38659,fined,for,,
singled_to,7,38659,singled,to,,
through_downtown,7,38659,through,downtown,,
error_in,7,38659,error,in,,
recently_been,7,38659,recently,been,,
poses_a,7,38659,poses,a,,
from_brooklyn,7,38659,from,brooklyn,,
slow_start,7,38659,slow,start,,
season_he's,7,38659,season,he's,,
least_until,7,38659,least,until,,
to_business,7,38659,to,business,,
environmental_issues,7,38659,environmental,issues,,
approach_it,7,38659,approach,it,,
tustin_high,7,38659,tustin,high,,
federal_benefits,7,38659,federal,benefits,,
utility_companies,7,38659,utility,companies,,
deadly_force,7,38659,deadly,force,,
someone_was,7,38659,someone,was,,
cavs_have,7,38659,cavs,have,,
we've_come,7,38659,we've,come,,
court_last,7,38659,court,last,,
business_interests,7,38659,business,interests,,
his_vote,7,38659,his,vote,,
carbon_fiber,7,38659,carbon,fiber,,
away_their,7,38659,away,their,,
in_church,7,38659,in,church,,
falling_off,7,38659,falling,off,,
help_build,7,38659,help,build,,
with_he,7,38659,with,he,,
perfect_storm,7,38659,perfect,storm,,
the_pants,7,38659,the,pants,,
the_nurse,7,38659,the,nurse,,
bail_and,7,38659,bail,and,,
safety_at,7,38659,safety,at,,
the_irony,7,38659,the,irony,,
trip_is,7,38659,trip,is,,
idea_the,7,38659,idea,the,,
things_as,7,38659,things,as,,
peterâ_s,7,38659,peterâ,s,,
the_sudden,7,38659,the,sudden,,
solo_shot,7,38659,solo,shot,,
personal_and,7,38659,personal,and,,
the_james,7,38659,the,james,,
his_youth,7,38659,his,youth,,
and_costly,7,38659,and,costly,,
shop_is,7,38659,shop,is,,
factory_in,7,38659,factory,in,,
passed_since,7,38659,passed,since,,
way_tie,7,38659,way,tie,,
are_hitting,7,38659,are,hitting,,
team_might,7,38659,team,might,,
won_that,7,38659,won,that,,
more_appropriate,7,38659,more,appropriate,,
and_here,7,38659,and,here,,
a_scoreless,7,38659,a,scoreless,,
the_protection,7,38659,the,protection,,
tied_at,7,38659,tied,at,,
that_house,7,38659,that,house,,
they_shouldn't,7,38659,they,shouldn't,,
east_fourth,7,38659,east,fourth,,
players_but,7,38659,players,but,,
said_hey,7,38659,said,hey,,
in_homes,7,38659,in,homes,,
an_anomaly,7,38659,an,anomaly,,
the_jump,7,38659,the,jump,,
the_homeowners,7,38659,the,homeowners,,
œi_didnâ,7,38659,œi,didnâ,,
from_schools,7,38659,from,schools,,
and_rolled,7,38659,and,rolled,,
send_out,7,38659,send,out,,
life_sentence,7,38659,life,sentence,,
for_israel,7,38659,for,israel,,
who_performs,7,38659,who,performs,,
a_batch,7,38659,a,batch,,
poster_child,7,38659,poster,child,,
species_that,7,38659,species,that,,
breaking_his,7,38659,breaking,his,,
games_behind,7,38659,games,behind,,
its_use,7,38659,its,use,,
unsuccessfully_to,7,38659,unsuccessfully,to,,
also_because,7,38659,also,because,,
a_jersey,7,38659,a,jersey,,
translate_into,7,38659,translate,into,,
their_service,7,38659,their,service,,
growing_in,7,38659,growing,in,,
court_he,7,38659,court,he,,
the_wolverines,7,38659,the,wolverines,,
but_i'll,7,38659,but,i'll,,
your_wife,7,38659,your,wife,,
prize_in,7,38659,prize,in,,
question_â,7,38659,question,â,,
offer_an,7,38659,offer,an,,
maybe_that's,7,38659,maybe,that's,,
mistakes_and,7,38659,mistakes,and,,
size_to,7,38659,size,to,,
a_moving,7,38659,a,moving,,
its_location,7,38659,its,location,,
cee_lo,7,38659,cee,lo,,
says_what,7,38659,says,what,,
rite_of,7,38659,rite,of,,
a_swiss,7,38659,a,swiss,,
leaders_for,7,38659,leaders,for,,
are_determined,7,38659,are,determined,,
study_is,7,38659,study,is,,
ticket_prices,7,38659,ticket,prices,,
approved_an,7,38659,approved,an,,
steve_jobs,7,38659,steve,jobs,,
evaluation_of,7,38659,evaluation,of,,
to_evolve,7,38659,to,evolve,,
a_sweep,7,38659,a,sweep,,
pittsburgh_pirates,7,38659,pittsburgh,pirates,,
eiffel_tower,7,38659,eiffel,tower,,
leader_who,7,38659,leader,who,,
back_nine,7,38659,back,nine,,
do_enough,7,38659,do,enough,,
opens_in,7,38659,opens,in,,
snow_white,7,38659,snow,white,,
a_scheduled,7,38659,a,scheduled,,
are_clear,7,38659,are,clear,,
approval_rating,7,38659,approval,rating,,
field_the,7,38659,field,the,,
join_her,7,38659,join,her,,
whatever_reason,7,38659,whatever,reason,,
a_minivan,7,38659,a,minivan,,
field_with,7,38659,field,with,,
last_shot,7,38659,last,shot,,
it_sounded,7,38659,it,sounded,,
consulting_company,7,38659,consulting,company,,
rematch_with,7,38659,rematch,with,,
that's_true,7,38659,that's,TRUE,,
sad_day,7,38659,sad,day,,
schools_were,7,38659,schools,were,,
responsibility_in,7,38659,responsibility,in,,
percent_when,7,38659,percent,when,,
agreement_the,7,38659,agreement,the,,
in_being,7,38659,in,being,,
all_through,7,38659,all,through,,
few_feet,7,38659,few,feet,,
thursday_on,7,38659,thursday,on,,
training_with,7,38659,training,with,,
conviction_and,7,38659,conviction,and,,
keep_things,7,38659,keep,things,,
by_republican,7,38659,by,republican,,
was_old,7,38659,was,old,,
four_consecutive,7,38659,four,consecutive,,
per_square,7,38659,per,square,,
information_officer,7,38659,information,officer,,
in_passing,7,38659,in,passing,,
œbut_i,7,38659,œbut,i,,
one_good,7,38659,one,good,,
but_republicans,7,38659,but,republicans,,
flaws_in,7,38659,flaws,in,,
of_trust,7,38659,of,trust,,
and_thursday,7,38659,and,thursday,,
katy_perry,7,38659,katy,perry,,
day_event,7,38659,day,event,,
scott_was,7,38659,scott,was,,
planned_on,7,38659,planned,on,,
will_lower,7,38659,will,lower,,
won_dec,7,38659,won,dec,,
concessions_to,7,38659,concessions,to,,
and_la,7,38659,and,la,,
be_finished,7,38659,be,finished,,
will_draw,7,38659,will,draw,,
the_looming,7,38659,the,looming,,
should_call,7,38659,should,call,,
makes_sure,7,38659,makes,sure,,
related_deaths,7,38659,related,deaths,,
cost_cutting,7,38659,cost,cutting,,
sector_and,7,38659,sector,and,,
and_budget,7,38659,and,budget,,
on_medical,7,38659,on,medical,,
the_king's,7,38659,the,king's,,
king's_speech,7,38659,king's,speech,,
regulators_and,7,38659,regulators,and,,
largely_on,7,38659,largely,on,,
charges_have,7,38659,charges,have,,
he_a,7,38659,he,a,,
player_that,7,38659,player,that,,
four_major,7,38659,four,major,,
and_patrick,7,38659,and,patrick,,
dish_of,7,38659,dish,of,,
march_on,7,38659,march,on,,
too_low,7,38659,too,low,,
fire_the,7,38659,fire,the,,
the_frame,7,38659,the,frame,,
principal_in,7,38659,principal,in,,
from_philadelphia,7,38659,from,philadelphia,,
best_he,7,38659,best,he,,
systems_are,7,38659,systems,are,,
a_meaningful,7,38659,a,meaningful,,
doctorate_in,7,38659,doctorate,in,,
banned_from,7,38659,banned,from,,
against_other,7,38659,against,other,,
been_sold,7,38659,been,sold,,
blue_devils,7,38659,blue,devils,,
been_about,7,38659,been,about,,
perform_an,7,38659,perform,an,,
plan_it,7,38659,plan,it,,
tuesday_said,7,38659,tuesday,said,,
requested_by,7,38659,requested,by,,
etch_a,7,38659,etch,a,,
local_authorities,7,38659,local,authorities,,
organizing_a,7,38659,organizing,a,,
including_five,7,38659,including,five,,
more_it,7,38659,more,it,,
company_executives,7,38659,company,executives,,
was_thought,7,38659,was,thought,,
operations_that,7,38659,operations,that,,
defensive_players,7,38659,defensive,players,,
vineyards_and,7,38659,vineyards,and,,
assad_regime,7,38659,assad,regime,,
you_is,7,38659,you,is,,
to_larger,7,38659,to,larger,,
we_finally,7,38659,we,finally,,
practice_squad,7,38659,practice,squad,,
grant_money,7,38659,grant,money,,
a_turning,7,38659,a,turning,,
miles_off,7,38659,miles,off,,
i'm_talking,7,38659,i'm,talking,,
detroit_area,7,38659,detroit,area,,
assistance_in,7,38659,assistance,in,,
park_or,7,38659,park,or,,
case_we,7,38659,case,we,,
two_stars,7,38659,two,stars,,
desserts_are,7,38659,desserts,are,,
class_has,7,38659,class,has,,
she_looks,7,38659,she,looks,,
race_with,7,38659,race,with,,
with_romney,7,38659,with,romney,,
the_mighty,7,38659,the,mighty,,
communications_commission,7,38659,communications,commission,,
can't_win,7,38659,can't,win,,
it_later,7,38659,it,later,,
have_its,7,38659,have,its,,
cars_a,7,38659,cars,a,,
different_players,7,38659,different,players,,
his_thoughts,7,38659,his,thoughts,,
childhood_education,7,38659,childhood,education,,
location_is,7,38659,location,is,,
managers_and,7,38659,managers,and,,
course_if,7,38659,course,if,,
written_a,7,38659,written,a,,
newark_liberty,7,38659,newark,liberty,,
bad_weather,7,38659,bad,weather,,
email_from,7,38659,email,from,,
simply_as,7,38659,simply,as,,
date_in,7,38659,date,in,,
award_at,7,38659,award,at,,
put_pressure,7,38659,put,pressure,,
â_œjust,7,38659,â,œjust,,
be_laid,7,38659,be,laid,,
left_their,7,38659,left,their,,
were_actually,7,38659,were,actually,,
last_start,7,38659,last,start,,
an_asian,7,38659,an,asian,,
is_obviously,7,38659,is,obviously,,
split_on,7,38659,split,on,,
start_getting,7,38659,start,getting,,
of_coverage,7,38659,of,coverage,,
the_colonial,7,38659,the,colonial,,
feet_above,7,38659,feet,above,,
say_will,7,38659,say,will,,
looks_a,7,38659,looks,a,,
tell_your,7,38659,tell,your,,
like_everything,7,38659,like,everything,,
south_dakota,7,38659,south,dakota,,
incentives_for,7,38659,incentives,for,,
program_called,7,38659,program,called,,
be_offering,7,38659,be,offering,,
obesity_epidemic,7,38659,obesity,epidemic,,
â_œhopefully,7,38659,â,œhopefully,,
standards_the,7,38659,standards,the,,
p.m_â,7,38659,p.m,â,,
first_public,7,38659,first,public,,
a_panic,7,38659,a,panic,,
that_however,7,38659,that,however,,
team_are,7,38659,team,are,,
red_brick,7,38659,red,brick,,
first_reaction,7,38659,first,reaction,,
or_of,7,38659,or,of,,
is_black,7,38659,is,black,,
just_people,7,38659,just,people,,
batting_with,7,38659,batting,with,,
pleasure_to,7,38659,pleasure,to,,
his_starting,7,38659,his,starting,,
knowing_the,7,38659,knowing,the,,
help_provide,7,38659,help,provide,,
fee_on,7,38659,fee,on,,
repertory_theatre,7,38659,repertory,theatre,,
cares_for,7,38659,cares,for,,
steal_a,7,38659,steal,a,,
senate_passed,7,38659,senate,passed,,
mobile_home,7,38659,mobile,home,,
the_bitter,7,38659,the,bitter,,
bush_was,7,38659,bush,was,,
something_good,7,38659,something,good,,
that_revenue,7,38659,that,revenue,,
appeal_that,7,38659,appeal,that,,
among_some,7,38659,among,some,,
sports_fans,7,38659,sports,fans,,
winners_and,7,38659,winners,and,,
in_plainfield,7,38659,in,plainfield,,
and_furious,7,38659,and,furious,,
chance_the,7,38659,chance,the,,
the_mercury,7,38659,the,mercury,,
under_my,7,38659,under,my,,
public_outcry,7,38659,public,outcry,,
between_those,7,38659,between,those,,
a_younger,7,38659,a,younger,,
an_assortment,7,38659,an,assortment,,
loved_and,7,38659,loved,and,,
nonetheless_the,7,38659,nonetheless,the,,
coverage_to,7,38659,coverage,to,,
his_residence,7,38659,his,residence,,
the_virginia,7,38659,the,virginia,,
a_gym,7,38659,a,gym,,
regulations_on,7,38659,regulations,on,,
there_won't,7,38659,there,won't,,
titles_and,7,38659,titles,and,,
baseball_coach,7,38659,baseball,coach,,
are_another,7,38659,are,another,,
is_increasing,7,38659,is,increasing,,
killed_or,7,38659,killed,or,,
since_to,7,38659,since,to,,
going_down,7,38659,going,down,,
but_often,7,38659,but,often,,
t_sure,7,38659,t,sure,,
employees_as,7,38659,employees,as,,
detroit_on,7,38659,detroit,on,,
seven_hours,7,38659,seven,hours,,
indulge_in,7,38659,indulge,in,,
tower_city,7,38659,tower,city,,
phased_out,7,38659,phased,out,,
